file_name,cost
00000001.jpg,32.86941440167839
00000002.jpg,142.54502956038877
00000003.jpg,30.59986721265632
00000005.jpg,50.673157791259754
00000004.jpg,95.73139514760958
00000006.jpg,41.42283031888219
00000007.jpg,136.2954781817638
00000009.jpg,110.45851834823252
00000008.jpg,171.85015548695733
00000010.jpg,44.51096786083485
00000011.jpg,124.77999443488454
00000012.jpg,206.30095236627145
00000013.jpg,50.651719966169615
00000014.jpg,63.663029094407975
00000017.jpg,40.06360049467269
00000015.jpg,40.99807434273658
00000016.jpg,116.75821962456915
00000019.jpg,254.90322098152905
00000018.jpg,171.40928605267328
00000020.jpg,133.71945707425314
00000021.jpg,36.7045233920526
00000022.jpg,69.14642376256434
00000023.jpg,98.2938818508482
00000025.jpg,76.6985532263221
00000026.jpg,78.14016103475474
00000024.jpg,72.46630644218133
00000028.jpg,173.90813850169758
00000027.jpg,62.191505168253094
00000031.jpg,94.69065421425348
00000030.jpg,78.08433520687372
00000029.jpg,84.46238416190558
00000032.jpg,255.60321244077647
00000033.jpg,33.874418192479766
00000034.jpg,223.6632175221933
00000035.jpg,91.91517754249115
00000038.jpg,78.99984851540837
00000037.jpg,281.61774213214795
00000036.jpg,134.93618838604917
00000040.jpg,61.64785783805664
00000039.jpg,84.72559523089362
00000041.jpg,54.357347554259825
00000042.jpg,25.905614142594448
00000043.jpg,252.7737642960538
00000044.jpg,46.90378496445833
00000045.jpg,52.018202327710505
00000046.jpg,26.50891342164611
00000047.jpg,63.64815834432728
00000048.jpg,51.98787805231237
00000049.jpg,119.72657599037198
00000052.jpg,270.0755723047618
00000051.jpg,27.96629791196634
00000050.jpg,55.13582185657031
00000053.jpg,118.72972360400156
00000054.jpg,62.618140019053385
00000056.jpg,249.40868623262563
00000055.jpg,190.473624546536
00000059.jpg,74.56607845031729
00000058.jpg,57.80025047568662
00000057.jpg,47.12711858262892
00000061.jpg,94.18724552222088
00000062.jpg,82.58105907699235
00000060.jpg,32.47977083946228
00000063.jpg,34.95825065768175
00000064.jpg,160.77106987937015
00000067.jpg,29.4137788604123
00000065.jpg,115.41189370046456
00000066.jpg,98.08929988685472
00000068.jpg,165.76057085268775
00000070.jpg,60.84472152082628
00000069.jpg,151.96683367406038
00000071.jpg,157.76676630706794
00000072.jpg,33.11590863255122
00000074.jpg,57.87648879646065
00000073.jpg,87.2038187232393
00000075.jpg,153.22646240579806
00000077.jpg,114.79544609579563
00000076.jpg,89.70938671562534
00000079.jpg,229.00676021813683
00000078.jpg,55.36214468570395
00000080.jpg,144.971371039848
00000081.jpg,94.04862591670401
00000082.jpg,60.596331170877406
00000084.jpg,85.42047738159769
00000083.jpg,98.87476303550051
00000086.jpg,113.33014245310932
00000085.jpg,118.12002071463041
00000088.jpg,155.02767902077443
00000087.jpg,132.56834640131513
